timestamp,luminaire_id,ambient_temp,heatsink_temp,junction_temp_true,current,voltage,power,dimming_pct
2026-09-18 13:15:38,LUM-101,25.16,65.99,119.25,1.231,48.09,59.18,82.0
2026-09-18 13:15:48,LUM-101,25.05,66.45,123.76,1.329,47.91,63.68,88.6
2026-09-18 13:15:58,LUM-101,25.07,66.7,119.22,1.213,48.1,58.35,80.9
2026-09-18 13:16:08,LUM-101,25.09,66.98,120.28,1.23,48.17,59.23,82.0
2026-09-18 13:16:18,LUM-101,25.1,67.28,122.53,1.281,47.92,61.39,85.4
2026-09-18 13:16:28,LUM-101,25.19,67.8,128.27,1.394,48.19,67.19,92.9
2026-09-18 13:16:38,LUM-101,25.2,68.2,124.91,1.314,47.95,63.02,87.6
2026-09-18 13:16:48,LUM-101,25.1,68.18,113.91,1.058,48.04,50.82,70.5
2026-09-18 13:16:58,LUM-101,25.08,68.41,121.02,1.216,48.08,58.46,81.1
2026-09-18 13:17:08,LUM-101,25.21,68.43,114.14,1.06,47.9,50.79,70.7
2026-09-18 13:17:18,LUM-101,25.08,68.66,122.03,1.233,48.11,59.29,82.2
2026-09-18 13:17:28,LUM-101,25.09,68.69,115.13,1.073,48.08,51.6,71.6
2026-09-18 13:17:38,LUM-101,25.21,69.2,132.26,1.464,47.87,70.07,97.6
2026-09-18 13:17:48,LUM-101,25.04,69.22,117.92,1.132,47.82,54.11,75.4
2026-09-18 13:17:58,LUM-101,25.15,69.72,132.01,1.436,48.18,69.21,95.8
2026-09-18 13:18:08,LUM-101,25.11,70.1,128.89,1.356,48.16,65.32,90.4
2026-09-18 13:18:18,LUM-101,25.14,70.41,126.63,1.305,47.87,62.47,87.0
2026-09-18 13:18:28,LUM-101,25.21,70.5,120.86,1.165,48.0,55.95,77.7
2026-09-18 13:18:38,LUM-101,25.14,70.54,121.09,1.168,48.08,56.17,77.9
2026-09-18 13:18:48,LUM-101,25.15,70.94,130.81,1.386,47.99,66.53,92.4
2026-09-18 13:18:58,LUM-101,25.05,71.42,133.95,1.446,48.06,69.48,96.4
2026-09-18 13:19:08,LUM-101,25.11,71.65,126.77,1.278,47.94,61.25,85.2
2026-09-18 13:19:18,LUM-101,25.14,71.93,131.33,1.37,48.18,66.0,91.3
2026-09-18 13:19:28,LUM-101,25.17,72.26,132.0,1.378,48.17,66.37,91.9
2026-09-18 13:19:38,LUM-101,25.19,72.53,132.0,1.378,47.95,66.08,91.9
2026-09-18 13:19:48,LUM-101,25.19,72.48,120.06,1.103,47.91,52.87,73.6
2026-09-18 13:19:58,LUM-101,25.14,72.34,118.86,1.076,48.06,51.69,71.7
2026-09-18 13:20:08,LUM-101,25.12,72.73,134.42,1.429,47.95,68.54,95.3
2026-09-18 13:20:18,LUM-101,25.25,72.96,131.6,1.363,47.82,65.15,90.8
2026-09-18 13:20:28,LUM-101,25.15,73.41,137.12,1.478,47.9,70.79,98.5
2026-09-18 13:20:38,LUM-101,25.22,73.3,122.51,1.137,48.07,54.68,75.8
2026-09-18 13:20:48,LUM-101,25.21,73.63,135.18,1.427,47.94,68.38,95.1
2026-09-18 13:20:58,LUM-101,25.16,73.53,120.26,1.085,47.83,51.92,72.4
2026-09-18 13:21:08,LUM-101,25.12,73.57,127.19,1.237,48.15,59.58,82.5
2026-09-18 13:21:18,LUM-101,25.14,73.66,127.07,1.232,48.19,59.35,82.1
2026-09-18 13:21:28,LUM-101,25.23,73.73,126.78,1.231,47.9,58.95,82.0
2026-09-18 13:21:38,LUM-101,25.1,73.85,128.58,1.267,48.0,60.82,84.5
2026-09-18 13:21:48,LUM-101,25.18,74.24,137.33,1.458,48.07,70.09,97.2
2026-09-18 13:21:58,LUM-101,25.08,74.28,127.45,1.235,47.86,59.09,82.3
2026-09-18 13:22:08,LUM-101,25.2,74.11,121.39,1.09,48.17,52.53,72.7
2026-09-18 13:22:18,LUM-101,25.22,73.94,120.87,1.09,47.83,52.15,72.7
2026-09-18 13:22:28,LUM-101,25.1,73.75,119.51,1.063,47.81,50.84,70.9
2026-09-18 13:22:38,LUM-101,25.25,73.96,133.74,1.381,48.11,66.42,92.0
2026-09-18 13:22:48,LUM-101,25.27,74.12,131.67,1.332,47.99,63.95,88.8
2026-09-18 13:22:58,LUM-101,25.15,74.11,125.42,1.191,47.89,57.01,79.4
2026-09-18 13:23:08,LUM-101,25.19,73.95,120.93,1.085,48.09,52.19,72.4
2026-09-18 13:23:18,LUM-101,25.16,73.96,126.54,1.218,47.95,58.43,81.2
2026-09-18 13:23:28,LUM-101,25.22,74.35,138.95,1.499,47.89,71.78,99.9
2026-09-18 13:23:38,LUM-101,25.16,74.66,135.89,1.419,47.94,68.04,94.6
2026-09-18 13:23:48,LUM-101,25.12,75.01,138.2,1.458,48.16,70.21,97.2
2026-09-18 13:23:58,LUM-101,25.3,75.19,132.37,1.322,48.05,63.54,88.2
2026-09-18 13:24:08,LUM-101,25.25,75.08,125.63,1.17,48.01,56.17,78.0
2026-09-18 13:24:18,LUM-101,25.17,74.9,120.94,1.065,48.02,51.15,71.0
2026-09-18 13:24:28,LUM-101,25.16,74.8,125.08,1.162,48.08,55.87,77.5
2026-09-18 13:24:38,LUM-101,25.27,75.01,135.25,1.4,47.82,66.93,93.3
2026-09-18 13:24:48,LUM-101,25.18,74.98,128.16,1.236,47.82,59.09,82.4
2026-09-18 13:24:58,LUM-101,25.18,74.81,121.82,1.092,47.84,52.24,72.8
2026-09-18 13:25:08,LUM-101,25.2,74.95,132.71,1.334,48.12,64.17,88.9
2026-09-18 13:25:18,LUM-101,25.16,74.92,125.47,1.171,47.95,56.16,78.1
2026-09-18 13:25:28,LUM-101,25.28,74.86,126.06,1.182,48.11,56.89,78.8
2026-09-18 13:25:38,LUM-101,25.17,74.81,126.83,1.208,47.83,57.8,80.6
2026-09-18 13:25:48,LUM-101,25.21,74.84,128.26,1.234,48.08,59.35,82.3
2026-09-18 13:25:58,LUM-101,25.16,75.02,132.12,1.321,48.02,63.45,88.1
2026-09-18 13:26:08,LUM-101,25.18,74.89,123.11,1.114,48.11,53.58,74.2
2026-09-18 13:26:18,LUM-101,25.18,75.05,133.04,1.341,48.05,64.44,89.4
2026-09-18 13:26:28,LUM-101,25.3,74.81,120.78,1.068,47.83,51.07,71.2
2026-09-18 13:26:38,LUM-101,25.16,74.84,129.52,1.271,47.82,60.76,84.7
2026-09-18 13:26:48,LUM-101,25.33,75.16,137.61,1.452,47.8,69.4,96.8
2026-09-18 13:26:58,LUM-101,25.23,75.1,127.69,1.213,48.16,58.43,80.9
2026-09-18 13:27:08,LUM-101,25.26,75.18,129.47,1.257,47.98,60.32,83.8
2026-09-18 13:27:18,LUM-101,25.22,75.12,127.55,1.217,47.85,58.25,81.2
2026-09-18 13:27:28,LUM-101,25.31,75.24,131.51,1.302,48.01,62.53,86.8
2026-09-18 13:27:38,LUM-101,25.27,75.09,122.99,1.112,47.86,53.22,74.1
2026-09-18 13:27:48,LUM-101,25.23,75.1,128.23,1.23,47.99,59.04,82.0
2026-09-18 13:27:58,LUM-101,25.28,74.92,121.58,1.083,47.87,51.84,72.2
2026-09-18 13:28:08,LUM-101,25.22,74.76,121.33,1.081,47.86,51.74,72.1
2026-09-18 13:28:18,LUM-101,25.28,74.86,129.06,1.252,48.11,60.22,83.5
2026-09-18 13:28:28,LUM-101,25.31,74.82,124.81,1.157,48.02,55.54,77.1
2026-09-18 13:28:38,LUM-101,25.29,74.8,128.04,1.228,48.16,59.15,81.9
2026-09-18 13:28:48,LUM-101,25.19,75.17,138.38,1.459,48.14,70.24,97.3
2026-09-18 13:28:58,LUM-101,25.22,75.4,136.87,1.423,48.0,68.3,94.9
2026-09-18 13:29:08,LUM-101,25.31,75.27,123.73,1.125,47.86,53.85,75.0
2026-09-18 13:29:18,LUM-101,25.2,75.51,137.59,1.441,47.87,68.98,96.1
2026-09-18 13:29:28,LUM-101,25.27,75.8,139.11,1.47,47.85,70.35,98.0
2026-09-18 13:29:38,LUM-101,25.21,75.9,133.75,1.342,47.89,64.27,89.5
2026-09-18 13:29:48,LUM-101,25.34,75.85,126.91,1.178,48.14,56.73,78.6
2026-09-18 13:29:58,LUM-101,25.3,75.73,123.89,1.118,47.87,53.51,74.5
2026-09-18 13:30:08,LUM-101,25.31,75.93,137.08,1.41,48.2,67.94,94.0
2026-09-18 13:30:18,LUM-101,25.2,76.15,136.12,1.39,47.94,66.62,92.7
2026-09-18 13:30:28,LUM-101,25.38,76.48,139.87,1.471,47.89,70.44,98.1
2026-09-18 13:30:38,LUM-101,25.2,76.37,127.99,1.195,48.02,57.36,79.6
2026-09-18 13:30:48,LUM-101,25.35,76.63,137.49,1.409,48.0,67.62,93.9
2026-09-18 13:30:58,LUM-101,25.21,76.42,124.56,1.115,47.98,53.48,74.3
2026-09-18 13:31:08,LUM-101,25.36,76.33,126.9,1.171,47.97,56.2,78.1
2026-09-18 13:31:18,LUM-101,25.35,76.15,123.2,1.088,48.03,52.28,72.6
2026-09-18 13:31:28,LUM-101,25.27,76.17,130.05,1.247,48.02,59.87,83.1
2026-09-18 13:31:38,LUM-101,25.37,76.36,137.7,1.414,48.19,68.15,94.3
2026-09-18 13:31:48,LUM-101,25.39,76.41,132.08,1.29,47.96,61.86,86.0
2026-09-18 13:31:58,LUM-101,25.32,76.41,129.99,1.238,48.08,59.53,82.5
2026-09-18 13:32:08,LUM-101,25.36,76.47,134.03,1.33,48.07,63.95,88.7
2026-09-18 13:32:18,LUM-101,25.37,76.33,127.55,1.189,47.86,56.91,79.3
2026-09-18 13:32:28,LUM-101,25.36,76.36,132.79,1.311,47.82,62.7,87.4
2026-09-18 13:32:38,LUM-101,25.28,76.34,131.22,1.27,48.02,60.98,84.7
2026-09-18 13:32:48,LUM-101,25.39,76.11,121.65,1.058,47.81,50.6,70.6
2026-09-18 13:32:58,LUM-101,25.33,76.29,136.25,1.393,47.82,66.62,92.9
2026-09-18 13:33:08,LUM-101,25.41,76.67,141.63,1.5,48.13,72.18,100.0
2026-09-18 13:33:18,LUM-101,25.31,76.82,137.09,1.4,47.82,66.96,93.4
2026-09-18 13:33:28,LUM-101,25.35,76.58,123.18,1.079,48.0,51.77,71.9
2026-09-18 13:33:38,LUM-101,25.33,76.81,137.56,1.406,48.0,67.49,93.7
2026-09-18 13:33:48,LUM-101,25.39,76.58,123.53,1.085,48.09,52.17,72.3
2026-09-18 13:33:58,LUM-101,25.37,76.83,138.92,1.439,47.95,68.99,95.9
2026-09-18 13:34:08,LUM-101,25.33,76.93,135.02,1.35,47.81,64.54,90.0
2026-09-18 13:34:18,LUM-101,25.42,76.8,126.72,1.16,47.82,55.47,77.3
2026-09-18 13:34:28,LUM-101,25.35,76.67,128.16,1.19,48.07,57.2,79.3
2026-09-18 13:34:38,LUM-101,25.44,76.74,134.34,1.332,48.06,64.0,88.8
2026-09-18 13:34:48,LUM-101,25.37,76.65,128.29,1.194,48.05,57.38,79.6
2026-09-18 13:34:58,LUM-101,25.44,76.44,124.21,1.107,47.96,53.07,73.8
2026-09-18 13:35:08,LUM-101,25.43,76.36,126.8,1.169,47.93,56.04,78.0
2026-09-18 13:35:18,LUM-101,25.31,76.61,138.77,1.438,48.01,69.06,95.9
2026-09-18 13:35:28,LUM-101,25.27,76.92,141.65,1.494,48.14,71.92,99.6
2026-09-18 13:35:38,LUM-101,25.3,77.18,141.22,1.477,48.19,71.16,98.5
2026-09-18 13:35:48,LUM-101,25.26,77.27,133.7,1.303,48.1,62.7,86.9
2026-09-18 13:35:58,LUM-101,25.28,77.23,132.25,1.271,48.11,61.13,84.7
2026-09-18 13:36:08,LUM-101,25.4,77.05,126.55,1.143,48.11,55.0,76.2
2026-09-18 13:36:18,LUM-101,25.41,76.94,127.24,1.162,48.1,55.89,77.5
2026-09-18 13:36:28,LUM-101,25.4,77.28,141.15,1.481,47.91,70.97,98.7
2026-09-18 13:36:38,LUM-101,25.43,77.42,135.92,1.355,47.97,65.0,90.3
2026-09-18 13:36:48,LUM-101,25.45,77.34,129.44,1.203,48.14,57.89,80.2
2026-09-18 13:36:58,LUM-101,25.29,77.62,141.41,1.47,48.2,70.88,98.0
2026-09-18 13:37:08,LUM-101,25.47,77.73,136.24,1.355,47.98,65.01,90.3
2026-09-18 13:37:18,LUM-101,25.42,77.56,128.95,1.192,47.89,57.09,79.5
2026-09-18 13:37:28,LUM-101,25.33,77.87,142.44,1.489,48.19,71.74,99.2
2026-09-18 13:37:38,LUM-101,25.35,77.87,133.51,1.29,47.91,61.82,86.0
2026-09-18 13:37:48,LUM-101,25.42,77.73,130.37,1.22,47.94,58.49,81.3
2026-09-18 13:37:58,LUM-101,25.4,77.83,137.09,1.374,47.91,65.84,91.6
2026-09-18 13:38:08,LUM-101,25.43,77.85,133.37,1.288,47.9,61.7,85.9
2026-09-18 13:38:18,LUM-101,25.3,77.88,136.12,1.35,47.95,64.71,90.0
2026-09-18 13:38:28,LUM-101,25.4,77.7,126.57,1.127,48.18,54.3,75.1
2026-09-18 13:38:38,LUM-101,25.36,77.74,133.32,1.288,47.94,61.75,85.9
2026-09-18 13:38:48,LUM-101,25.44,78.0,140.32,1.445,47.92,69.24,96.3
2026-09-18 13:38:58,LUM-101,25.36,78.2,140.96,1.456,47.88,69.74,97.1
2026-09-18 13:39:08,LUM-101,25.47,78.16,131.59,1.238,47.94,59.36,82.6
2026-09-18 13:39:18,LUM-101,25.42,78.02,128.56,1.166,48.17,56.16,77.7
2026-09-18 13:39:28,LUM-101,25.44,77.97,131.57,1.24,48.02,59.56,82.7
2026-09-18 13:39:38,LUM-101,25.37,78.19,139.67,1.427,47.86,68.31,95.2
2026-09-18 13:39:48,LUM-101,25.41,78.28,137.61,1.37,48.12,65.92,91.3
2026-09-18 13:39:58,LUM-101,25.41,78.15,129.37,1.189,47.88,56.91,79.2
2026-09-18 13:40:08,LUM-101,25.42,77.93,127.38,1.144,48.04,54.94,76.2
2026-09-18 13:40:18,LUM-101,25.32,77.74,127.72,1.157,47.99,55.53,77.1
2026-09-18 13:40:28,LUM-101,25.4,77.65,131.46,1.249,47.88,59.79,83.2
2026-09-18 13:40:38,LUM-101,25.38,77.76,137.39,1.381,47.98,66.26,92.1
2026-09-18 13:40:48,LUM-101,25.43,77.89,138.66,1.402,48.15,67.52,93.5
2026-09-18 13:40:58,LUM-101,25.39,77.83,133.12,1.277,48.1,61.43,85.1
2026-09-18 13:41:08,LUM-101,25.49,77.64,128.61,1.184,47.83,56.63,78.9
2026-09-18 13:41:18,LUM-101,25.5,77.77,136.16,1.349,48.11,64.88,89.9
2026-09-18 13:41:28,LUM-101,25.34,77.88,135.82,1.341,47.99,64.38,89.4
2026-09-18 13:41:38,LUM-101,25.41,77.99,137.67,1.386,47.83,66.31,92.4
2026-09-18 13:41:48,LUM-101,25.38,78.13,139.77,1.423,48.12,68.49,94.9
2026-09-18 13:41:58,LUM-101,25.52,78.28,138.95,1.403,48.06,67.41,93.5
2026-09-18 13:42:08,LUM-101,25.5,77.98,123.44,1.052,48.0,50.5,70.1
2026-09-18 13:42:18,LUM-101,25.53,78.11,137.12,1.369,47.88,65.57,91.3
2026-09-18 13:42:28,LUM-101,25.53,78.33,140.14,1.425,48.2,68.68,95.0
2026-09-18 13:42:38,LUM-101,25.47,78.09,125.35,1.093,48.04,52.52,72.9
2026-09-18 13:42:48,LUM-101,25.42,78.03,131.29,1.235,47.91,59.18,82.3
2026-09-18 13:42:58,LUM-101,25.39,78.08,134.04,1.292,48.14,62.18,86.1
2026-09-18 13:43:08,LUM-101,25.52,77.81,126.22,1.125,47.82,53.79,75.0
2026-09-18 13:43:18,LUM-101,25.39,78.01,140.97,1.454,48.1,69.95,97.0
2026-09-18 13:43:28,LUM-101,25.43,77.74,125.37,1.104,47.95,52.92,73.6
2026-09-18 13:43:38,LUM-101,25.5,77.77,134.45,1.31,48.06,62.97,87.4
2026-09-18 13:43:48,LUM-101,25.51,77.93,139.15,1.412,48.19,68.02,94.1
2026-09-18 13:43:58,LUM-101,25.39,77.62,124.23,1.08,47.96,51.79,72.0
2026-09-18 13:44:08,LUM-101,25.43,77.55,131.7,1.253,48.0,60.17,83.6
2026-09-18 13:44:18,LUM-101,25.52,77.74,137.23,1.374,48.12,66.1,91.6
2026-09-18 13:44:28,LUM-101,25.55,78.0,142.47,1.488,48.15,71.64,99.2
2026-09-18 13:44:38,LUM-101,25.39,77.98,132.59,1.261,48.11,60.68,84.1
2026-09-18 13:44:48,LUM-101,25.39,77.99,133.15,1.278,47.94,61.29,85.2
2026-09-18 13:44:58,LUM-101,25.43,78.13,137.84,1.385,47.89,66.35,92.4
2026-09-18 13:45:08,LUM-101,25.57,77.86,123.67,1.06,48.03,50.9,70.6
2026-09-18 13:45:18,LUM-101,25.48,78.08,139.21,1.416,47.95,67.93,94.4
2026-09-18 13:45:28,LUM-101,25.45,78.22,139.71,1.429,47.82,68.32,95.2
2026-09-18 13:45:38,LUM-101,25.54,78.09,130.69,1.214,48.12,58.43,81.0
2026-09-18 13:45:48,LUM-101,25.5,78.03,131.43,1.238,47.91,59.33,82.6
2026-09-18 13:45:58,LUM-101,25.53,78.02,132.71,1.267,47.98,60.77,84.4
2026-09-18 13:46:08,LUM-101,25.41,77.78,125.0,1.089,48.19,52.46,72.6
2026-09-18 13:46:18,LUM-101,25.58,77.7,131.47,1.248,47.89,59.74,83.2
2026-09-18 13:46:28,LUM-101,25.54,77.54,126.39,1.128,48.12,54.28,75.2
2026-09-18 13:46:38,LUM-101,25.52,77.34,124.84,1.101,47.94,52.77,73.4
2026-09-18 13:46:48,LUM-101,25.53,77.39,132.35,1.275,47.92,61.07,85.0
2026-09-18 13:46:58,LUM-101,25.52,77.37,130.26,1.223,48.06,58.77,81.5
2026-09-18 13:47:08,LUM-101,25.59,77.6,140.45,1.457,47.94,69.84,97.1
2026-09-18 13:47:18,LUM-101,25.59,77.5,128.44,1.175,48.17,56.6,78.3
2026-09-18 13:47:28,LUM-101,25.42,77.53,132.93,1.282,48.0,61.55,85.5
2026-09-18 13:47:38,LUM-101,25.43,77.63,134.61,1.323,47.87,63.32,88.2
2026-09-18 13:47:48,LUM-101,25.53,77.68,133.46,1.294,47.89,61.98,86.3
2026-09-18 13:47:58,LUM-101,25.49,77.96,142.25,1.492,47.88,71.44,99.5
2026-09-18 13:48:08,LUM-101,25.49,77.99,135.85,1.34,47.99,64.29,89.3
2026-09-18 13:48:18,LUM-101,25.5,78.16,138.44,1.399,47.87,66.97,93.3
2026-09-18 13:48:28,LUM-101,25.54,78.06,131.0,1.226,47.97,58.82,81.7
2026-09-18 13:48:38,LUM-101,25.51,78.36,142.32,1.482,47.96,71.07,98.8
2026-09-18 13:48:48,LUM-101,25.55,78.4,136.42,1.348,47.82,64.46,89.9
2026-09-18 13:48:58,LUM-101,25.6,78.2,128.45,1.167,47.83,55.83,77.8
2026-09-18 13:49:08,LUM-101,25.5,78.01,128.55,1.172,47.92,56.16,78.1
2026-09-18 13:49:18,LUM-101,25.58,77.77,127.35,1.145,48.1,55.09,76.3
2026-09-18 13:49:28,LUM-101,25.61,77.42,122.96,1.056,47.9,50.6,70.4
2026-09-18 13:49:38,LUM-101,25.61,77.63,140.27,1.454,47.86,69.6,97.0
2026-09-18 13:49:48,LUM-101,25.46,77.95,141.82,1.478,48.01,70.97,98.6
2026-09-18 13:49:58,LUM-101,25.49,78.09,136.51,1.357,47.84,64.91,90.5
2026-09-18 13:50:08,LUM-101,25.65,78.12,135.64,1.335,47.89,63.91,89.0
2026-09-18 13:50:18,LUM-101,25.48,78.27,138.17,1.381,48.2,66.55,92.0
2026-09-18 13:50:28,LUM-101,25.58,78.37,138.02,1.381,48.01,66.29,92.0
2026-09-18 13:50:38,LUM-101,25.64,78.09,126.75,1.13,47.86,54.06,75.3
2026-09-18 13:50:48,LUM-101,25.65,77.79,124.48,1.08,48.04,51.87,72.0
2026-09-18 13:50:58,LUM-101,25.64,77.95,138.4,1.401,47.93,67.17,93.4
2026-09-18 13:51:08,LUM-101,25.49,78.0,134.04,1.301,47.88,62.27,86.7
2026-09-18 13:51:18,LUM-101,25.47,77.77,124.85,1.086,48.17,52.32,72.4
2026-09-18 13:51:28,LUM-101,25.47,77.93,138.53,1.407,47.84,67.32,93.8
2026-09-18 13:51:38,LUM-101,25.54,77.62,123.2,1.052,48.15,50.64,70.1
2026-09-18 13:51:48,LUM-101,25.66,77.37,124.92,1.098,48.13,52.83,73.2
2026-09-18 13:51:58,LUM-101,25.58,77.3,128.55,1.185,48.04,56.94,79.0
2026-09-18 13:52:08,LUM-101,25.65,77.07,123.47,1.073,48.04,51.56,71.6
2026-09-18 13:52:18,LUM-101,25.6,76.8,123.77,1.09,47.89,52.2,72.7
2026-09-18 13:52:28,LUM-101,25.66,77.11,140.05,1.463,47.82,69.93,97.5
2026-09-18 13:52:38,LUM-101,25.67,77.41,139.93,1.453,47.81,69.46,96.9
2026-09-18 13:52:48,LUM-101,25.65,77.44,133.84,1.304,48.08,62.67,86.9
2026-09-18 13:52:58,LUM-101,25.68,77.51,135.01,1.332,47.98,63.89,88.8
2026-09-18 13:53:08,LUM-101,25.54,77.29,124.08,1.085,47.93,51.99,72.3
2026-09-18 13:53:18,LUM-101,25.53,77.06,125.04,1.11,48.02,53.31,74.0
2026-09-18 13:53:28,LUM-101,25.64,77.07,130.36,1.237,47.87,59.21,82.5
2026-09-18 13:53:38,LUM-101,25.54,77.06,131.95,1.27,48.04,60.98,84.6
2026-09-18 13:53:48,LUM-101,25.68,76.99,127.36,1.164,48.09,55.98,77.6
2026-09-18 13:53:58,LUM-101,25.57,77.28,140.11,1.451,48.12,69.81,96.7
2026-09-18 13:54:08,LUM-101,25.61,77.54,141.8,1.482,48.17,71.4,98.8
2026-09-18 13:54:18,LUM-101,25.61,77.53,132.94,1.285,47.89,61.56,85.7
2026-09-18 13:54:28,LUM-101,25.52,77.8,141.16,1.463,48.11,70.41,97.6
2026-09-18 13:54:38,LUM-101,25.67,78.02,141.21,1.461,48.05,70.22,97.4
2026-09-18 13:54:48,LUM-101,25.51,78.16,138.87,1.41,47.84,67.45,94.0
2026-09-18 13:54:58,LUM-101,25.52,78.03,128.13,1.16,47.99,55.68,77.3
2026-09-18 13:55:08,LUM-101,25.65,77.7,123.88,1.071,47.92,51.31,71.4
2026-09-18 13:55:18,LUM-101,25.69,77.68,130.72,1.229,47.93,58.93,82.0
2026-09-18 13:55:28,LUM-101,25.71,77.71,134.06,1.305,47.99,62.62,87.0
2026-09-18 13:55:38,LUM-101,25.52,77.77,135.23,1.33,47.99,63.85,88.7
2026-09-18 13:55:48,LUM-101,25.67,77.73,133.19,1.28,48.13,61.61,85.3
2026-09-18 13:55:58,LUM-101,25.68,77.88,136.46,1.357,47.96,65.1,90.5
2026-09-18 13:56:08,LUM-101,25.63,78.1,141.33,1.468,47.86,70.25,97.9
2026-09-18 13:56:18,LUM-101,25.64,78.01,130.52,1.22,47.81,58.34,81.4
2026-09-18 13:56:28,LUM-101,25.62,78.25,141.41,1.462,48.0,70.18,97.5
2026-09-18 13:56:38,LUM-101,25.63,78.2,132.77,1.266,47.88,60.63,84.4
2026-09-18 13:56:48,LUM-101,25.59,78.14,132.1,1.249,48.01,59.95,83.3
2026-09-18 13:56:58,LUM-101,25.6,78.31,140.95,1.448,48.07,69.59,96.5
