timestamp,luminaire_id,ambient_temp,heatsink_temp,junction_temp_true,current,voltage,power,dimming_pct,dT_dt,delta_T_ambient,heatsink_rolling_avg,power_rolling_avg,target_junction_temp_15m
2026-09-18 13:20:58,LUM-101,25.16,73.53,120.26,1.085,47.83,51.92,72.4,-0.09999999999999432,48.370000000000005,70.581,61.16066666666667,132.25
2026-09-18 13:21:08,LUM-101,25.12,73.57,127.19,1.237,48.15,59.58,82.5,0.03999999999999204,48.44999999999999,70.80066666666667,61.172333333333334,126.55
2026-09-18 13:21:18,LUM-101,25.14,73.66,127.07,1.232,48.19,59.35,82.1,0.09000000000000341,48.519999999999996,71.01333333333334,61.10433333333333,127.24
2026-09-18 13:21:28,LUM-101,25.23,73.73,126.78,1.231,47.9,58.95,82.0,0.07000000000000739,48.5,71.211,60.82966666666666,141.15
2026-09-18 13:21:38,LUM-101,25.1,73.85,128.58,1.267,48.0,60.82,84.5,0.11999999999999034,48.74999999999999,71.39933333333333,60.75633333333334,135.92
2026-09-18 13:21:48,LUM-101,25.18,74.24,137.33,1.458,48.07,70.09,97.2,0.39000000000000057,49.059999999999995,71.60133333333333,61.39866666666667,129.44
2026-09-18 13:21:58,LUM-101,25.08,74.28,127.45,1.235,47.86,59.09,82.3,0.04000000000000625,49.2,71.79700000000001,61.419666666666664,141.41
2026-09-18 13:22:08,LUM-101,25.2,74.11,121.39,1.09,48.17,52.53,72.7,-0.1700000000000017,48.91,71.98633333333332,61.477666666666664,136.24
2026-09-18 13:22:18,LUM-101,25.22,73.94,120.87,1.09,47.83,52.15,72.7,-0.1700000000000017,48.72,72.16233333333334,61.23966666666667,128.95
2026-09-18 13:22:28,LUM-101,25.1,73.75,119.51,1.063,47.81,50.84,70.9,-0.18999999999999773,48.65,72.33099999999999,61.21433333333333,142.44
2026-09-18 13:22:38,LUM-101,25.25,73.96,133.74,1.381,48.11,66.42,92.0,0.20999999999999375,48.709999999999994,72.48966666666666,61.092666666666666,133.51
2026-09-18 13:22:48,LUM-101,25.27,74.12,131.67,1.332,47.99,63.95,88.8,0.1600000000000108,48.85000000000001,72.65299999999999,61.42066666666667,130.37
2026-09-18 13:22:58,LUM-101,25.15,74.11,125.42,1.191,47.89,57.01,79.4,-0.010000000000005116,48.96,72.79933333333334,61.014,137.09
2026-09-18 13:23:08,LUM-101,25.19,73.95,120.93,1.085,48.09,52.19,72.4,-0.1599999999999966,48.760000000000005,72.92766666666668,60.57633333333334,133.37
2026-09-18 13:23:18,LUM-101,25.16,73.96,126.54,1.218,47.95,58.43,81.2,0.009999999999990905,48.8,73.046,60.44166666666667,136.12
2026-09-18 13:23:28,LUM-101,25.22,74.35,138.95,1.499,47.89,71.78,99.9,0.39000000000000057,49.129999999999995,73.17433333333334,60.96933333333333,126.57
2026-09-18 13:23:38,LUM-101,25.16,74.66,135.89,1.419,47.94,68.04,94.6,0.3100000000000023,49.5,73.31166666666667,61.365,133.32
2026-09-18 13:23:48,LUM-101,25.12,75.01,138.2,1.458,48.16,70.21,97.2,0.3500000000000085,49.89,73.44733333333333,61.48766666666666,140.32
2026-09-18 13:23:58,LUM-101,25.3,75.19,132.37,1.322,48.05,63.54,88.2,0.1799999999999926,49.89,73.573,61.28966666666667,140.96
2026-09-18 13:24:08,LUM-101,25.25,75.08,125.63,1.17,48.01,56.17,78.0,-0.10999999999999943,49.83,73.68733333333334,61.12033333333333,131.59
2026-09-18 13:24:18,LUM-101,25.17,74.9,120.94,1.065,48.02,51.15,71.0,-0.1799999999999926,49.730000000000004,73.78633333333332,60.62533333333333,128.56
2026-09-18 13:24:28,LUM-101,25.16,74.8,125.08,1.162,48.08,55.87,77.5,-0.10000000000000853,49.64,73.87100000000001,60.275333333333336,131.57
2026-09-18 13:24:38,LUM-101,25.27,75.01,135.25,1.4,47.82,66.93,93.3,0.21000000000000796,49.74000000000001,73.95366666666665,60.303666666666665,139.67
2026-09-18 13:24:48,LUM-101,25.18,74.98,128.16,1.236,47.82,59.09,82.4,-0.030000000000001137,49.800000000000004,74.03699999999999,60.510999999999996,137.61
2026-09-18 13:24:58,LUM-101,25.18,74.81,121.82,1.092,47.84,52.24,72.8,-0.1700000000000017,49.63,74.11933333333333,60.52933333333333,129.37
2026-09-18 13:25:08,LUM-101,25.2,74.95,132.71,1.334,48.12,64.17,88.9,0.14000000000000057,49.75,74.19333333333334,60.38366666666666,127.38
2026-09-18 13:25:18,LUM-101,25.16,74.92,125.47,1.171,47.95,56.16,78.1,-0.030000000000001137,49.760000000000005,74.25866666666667,60.083999999999996,127.72
2026-09-18 13:25:28,LUM-101,25.28,74.86,126.06,1.182,48.11,56.89,78.8,-0.060000000000002274,49.58,74.307,59.620666666666665,131.46
2026-09-18 13:25:38,LUM-101,25.17,74.81,126.83,1.208,47.83,57.8,80.6,-0.04999999999999716,49.64,74.35733333333334,59.72466666666666,137.39
2026-09-18 13:25:48,LUM-101,25.21,74.84,128.26,1.234,48.08,59.35,82.3,0.030000000000001137,49.63,74.39766666666667,59.42366666666667,138.66
2026-09-18 13:25:58,LUM-101,25.16,75.02,132.12,1.321,48.02,63.45,88.1,0.1799999999999926,49.86,74.44733333333332,59.808,133.12
2026-09-18 13:26:08,LUM-101,25.18,74.89,123.11,1.114,48.11,53.58,74.2,-0.12999999999999545,49.71,74.49133333333334,59.608,128.61
2026-09-18 13:26:18,LUM-101,25.18,75.05,133.04,1.341,48.05,64.44,89.4,0.1599999999999966,49.87,74.53766666666665,59.77766666666667,136.16
2026-09-18 13:26:28,LUM-101,25.3,74.81,120.78,1.068,47.83,51.07,71.2,-0.23999999999999488,49.510000000000005,74.57366666666665,59.515,135.82
2026-09-18 13:26:38,LUM-101,25.16,74.84,129.52,1.271,47.82,60.76,84.7,0.030000000000001137,49.68000000000001,74.60666666666665,59.513000000000005,137.67
2026-09-18 13:26:48,LUM-101,25.33,75.16,137.61,1.452,47.8,69.4,96.8,0.3199999999999932,49.83,74.63733333333333,59.49,139.77
2026-09-18 13:26:58,LUM-101,25.23,75.1,127.69,1.213,48.16,58.43,80.9,-0.060000000000002274,49.86999999999999,74.66466666666666,59.467999999999996,138.95
2026-09-18 13:27:08,LUM-101,25.26,75.18,129.47,1.257,47.98,60.32,83.8,0.0800000000000125,49.92,74.70033333333335,59.72766666666667,123.44
2026-09-18 13:27:18,LUM-101,25.22,75.12,127.55,1.217,47.85,58.25,81.2,-0.060000000000002274,49.900000000000006,74.73966666666666,59.931000000000004,137.12
2026-09-18 13:27:28,LUM-101,25.31,75.24,131.51,1.302,48.01,62.53,86.8,0.11999999999999034,49.92999999999999,74.78933333333335,60.32066666666667,140.14
2026-09-18 13:27:38,LUM-101,25.27,75.09,122.99,1.112,47.86,53.22,74.1,-0.14999999999999147,49.82000000000001,74.827,59.88066666666667,125.35
2026-09-18 13:27:48,LUM-101,25.23,75.1,128.23,1.23,47.99,59.04,82.0,0.009999999999990905,49.86999999999999,74.85966666666668,59.717,131.29
2026-09-18 13:27:58,LUM-101,25.28,74.92,121.58,1.083,47.87,51.84,72.2,-0.1799999999999926,49.64,74.88666666666667,59.544666666666664,134.04
2026-09-18 13:28:08,LUM-101,25.22,74.76,121.33,1.081,47.86,51.74,72.1,-0.1599999999999966,49.540000000000006,74.91366666666666,59.529666666666664,126.22
2026-09-18 13:28:18,LUM-101,25.28,74.86,129.06,1.252,48.11,60.22,83.5,0.09999999999999432,49.58,74.94366666666666,59.589333333333336,140.97
2026-09-18 13:28:28,LUM-101,25.31,74.82,124.81,1.157,48.02,55.54,77.1,-0.04000000000000625,49.50999999999999,74.95933333333332,59.048,125.37
2026-09-18 13:28:38,LUM-101,25.29,74.8,128.04,1.228,48.16,59.15,81.9,-0.01999999999999602,49.51,74.964,58.751666666666665,134.45
2026-09-18 13:28:48,LUM-101,25.19,75.17,138.38,1.459,48.14,70.24,97.3,0.37000000000000455,49.980000000000004,74.96933333333332,58.75266666666667,139.15
2026-09-18 13:28:58,LUM-101,25.22,75.4,136.87,1.423,48.0,68.3,94.9,0.23000000000000398,50.18000000000001,74.97633333333334,58.91133333333333,124.23
2026-09-18 13:29:08,LUM-101,25.31,75.27,123.73,1.125,47.86,53.85,75.0,-0.13000000000000966,49.959999999999994,74.98266666666667,58.833999999999996,131.7
2026-09-18 13:29:18,LUM-101,25.2,75.51,137.59,1.441,47.87,68.98,96.1,0.2400000000000091,50.31,75.003,59.42833333333333,137.23
2026-09-18 13:29:28,LUM-101,25.27,75.8,139.11,1.47,47.85,70.35,98.0,0.28999999999999204,50.53,75.03633333333333,59.91100000000001,142.47
2026-09-18 13:29:38,LUM-101,25.21,75.9,133.75,1.342,47.89,64.27,89.5,0.10000000000000853,50.690000000000005,75.06599999999999,59.82233333333333,132.59
2026-09-18 13:29:48,LUM-101,25.34,75.85,126.91,1.178,48.14,56.73,78.6,-0.05000000000001137,50.50999999999999,75.09500000000001,59.74366666666666,133.15
2026-09-18 13:29:58,LUM-101,25.3,75.73,123.89,1.118,47.87,53.51,74.5,-0.11999999999999034,50.43000000000001,75.12566666666666,59.78600000000001,137.84
2026-09-18 13:30:08,LUM-101,25.31,75.93,137.08,1.41,48.2,67.94,94.0,0.20000000000000284,50.620000000000005,75.15833333333333,59.91166666666666,123.67
2026-09-18 13:30:18,LUM-101,25.2,76.15,136.12,1.39,47.94,66.62,92.7,0.21999999999999886,50.95,75.19933333333333,60.26033333333333,139.21
2026-09-18 13:30:28,LUM-101,25.38,76.48,139.87,1.471,47.89,70.44,98.1,0.3299999999999983,51.10000000000001,75.25333333333333,60.712,139.71
2026-09-18 13:30:38,LUM-101,25.2,76.37,127.99,1.195,48.02,57.36,79.6,-0.10999999999999943,51.17,75.30533333333332,60.697333333333326,130.69
2026-09-18 13:30:48,LUM-101,25.35,76.63,137.49,1.409,48.0,67.62,93.9,0.2599999999999909,51.279999999999994,75.36500000000001,60.973,131.43
2026-09-18 13:30:58,LUM-101,25.21,76.42,124.56,1.115,47.98,53.48,74.3,-0.20999999999999375,51.21,75.41166666666668,60.64066666666666,132.71
2026-09-18 13:31:08,LUM-101,25.36,76.33,126.9,1.171,47.97,56.2,78.1,-0.09000000000000341,50.97,75.45966666666666,60.727999999999994,125.0
2026-09-18 13:31:18,LUM-101,25.35,76.15,123.2,1.088,48.03,52.28,72.6,-0.1799999999999926,50.800000000000004,75.49633333333334,60.32266666666666,131.47
2026-09-18 13:31:28,LUM-101,25.27,76.17,130.05,1.247,48.02,59.87,83.1,0.01999999999999602,50.900000000000006,75.54166666666667,60.616,126.39
2026-09-18 13:31:38,LUM-101,25.37,76.36,137.7,1.414,48.19,68.15,94.3,0.18999999999999773,50.989999999999995,75.59233333333333,60.86233333333333,124.84
2026-09-18 13:31:48,LUM-101,25.39,76.41,132.08,1.29,47.96,61.86,86.0,0.04999999999999716,51.019999999999996,75.63400000000001,60.611,132.35
2026-09-18 13:31:58,LUM-101,25.32,76.41,129.99,1.238,48.08,59.53,82.5,0.0,51.089999999999996,75.67766666666667,60.647666666666666,130.26
2026-09-18 13:32:08,LUM-101,25.36,76.47,134.03,1.33,48.07,63.95,88.7,0.060000000000002274,51.11,75.72066666666666,60.76866666666667,140.45
2026-09-18 13:32:18,LUM-101,25.37,76.33,127.55,1.189,47.86,56.91,79.3,-0.14000000000000057,50.959999999999994,75.761,60.724,128.44
2026-09-18 13:32:28,LUM-101,25.36,76.36,132.79,1.311,47.82,62.7,87.4,0.030000000000001137,51.0,75.79833333333333,60.72966666666666,132.93
2026-09-18 13:32:38,LUM-101,25.28,76.34,131.22,1.27,48.02,60.98,84.7,-0.01999999999999602,51.06,75.84,60.98833333333333,134.61
2026-09-18 13:32:48,LUM-101,25.39,76.11,121.65,1.058,47.81,50.6,70.6,-0.23000000000000398,50.72,75.87366666666667,60.707,133.46
2026-09-18 13:32:58,LUM-101,25.33,76.29,136.25,1.393,47.82,66.62,92.9,0.18000000000000682,50.96000000000001,75.91933333333334,61.199666666666666,142.25
2026-09-18 13:33:08,LUM-101,25.41,76.67,141.63,1.5,48.13,72.18,100.0,0.37999999999999545,51.260000000000005,75.98299999999999,61.881,135.85
2026-09-18 13:33:18,LUM-101,25.31,76.82,137.09,1.4,47.82,66.96,93.4,0.14999999999999147,51.50999999999999,76.04833333333333,62.10566666666667,138.44
2026-09-18 13:33:28,LUM-101,25.35,76.58,123.18,1.079,48.0,51.77,71.9,-0.23999999999999488,51.23,76.107,61.980000000000004,131.0
2026-09-18 13:33:38,LUM-101,25.33,76.81,137.56,1.406,48.0,67.49,93.7,0.23000000000000398,51.480000000000004,76.17399999999999,62.258,142.32
2026-09-18 13:33:48,LUM-101,25.39,76.58,123.53,1.085,48.09,52.17,72.3,-0.23000000000000398,51.19,76.221,61.65566666666666,136.42
2026-09-18 13:33:58,LUM-101,25.37,76.83,138.92,1.439,47.95,68.99,95.9,0.25,51.459999999999994,76.26866666666666,61.678666666666665,128.45
2026-09-18 13:34:08,LUM-101,25.33,76.93,135.02,1.35,47.81,64.54,90.0,0.10000000000000853,51.60000000000001,76.324,62.035000000000004,128.55
2026-09-18 13:34:18,LUM-101,25.42,76.8,126.72,1.16,47.82,55.47,77.3,-0.13000000000000966,51.379999999999995,76.367,61.584666666666664,127.35
2026-09-18 13:34:28,LUM-101,25.35,76.67,128.16,1.19,48.07,57.2,79.3,-0.12999999999999545,51.32,76.396,61.14633333333333,122.96
2026-09-18 13:34:38,LUM-101,25.44,76.74,134.34,1.332,48.06,64.0,88.8,0.06999999999999318,51.3,76.424,61.13733333333333,140.27
2026-09-18 13:34:48,LUM-101,25.37,76.65,128.29,1.194,48.05,57.38,79.6,-0.0899999999999892,51.28,76.45066666666666,61.159,141.82
2026-09-18 13:34:58,LUM-101,25.44,76.44,124.21,1.107,47.96,53.07,73.8,-0.21000000000000796,51.0,76.47433333333333,61.14433333333333,136.51
2026-09-18 13:35:08,LUM-101,25.43,76.36,126.8,1.169,47.93,56.04,78.0,-0.0799999999999983,50.93,76.48866666666666,60.74766666666667,135.64
2026-09-18 13:35:18,LUM-101,25.31,76.61,138.77,1.438,48.01,69.06,95.9,0.25,51.3,76.50399999999999,60.82899999999999,138.17
2026-09-18 13:35:28,LUM-101,25.27,76.92,141.65,1.494,48.14,71.92,99.6,0.3100000000000023,51.650000000000006,76.51866666666666,60.87833333333333,138.02
2026-09-18 13:35:38,LUM-101,25.3,77.18,141.22,1.477,48.19,71.16,98.5,0.2600000000000051,51.88000000000001,76.54566666666666,61.33833333333334,126.75
2026-09-18 13:35:48,LUM-101,25.26,77.27,133.7,1.303,48.1,62.7,86.9,0.0899999999999892,52.00999999999999,76.567,61.17433333333334,124.48
2026-09-18 13:35:58,LUM-101,25.28,77.23,132.25,1.271,48.11,61.13,84.7,-0.03999999999999204,51.95,76.594,61.42933333333334,138.4
2026-09-18 13:36:08,LUM-101,25.4,77.05,126.55,1.143,48.11,55.0,76.2,-0.18000000000000682,51.65,76.618,61.38933333333333,134.04
2026-09-18 13:36:18,LUM-101,25.41,76.94,127.24,1.162,48.1,55.89,77.5,-0.10999999999999943,51.53,76.64433333333334,61.509666666666675,124.85
2026-09-18 13:36:28,LUM-101,25.4,77.28,141.15,1.481,47.91,70.97,98.7,0.3400000000000034,51.88,76.68133333333334,61.87966666666667,138.53
2026-09-18 13:36:38,LUM-101,25.43,77.42,135.92,1.355,47.97,65.0,90.3,0.14000000000000057,51.99,76.71666666666667,61.774666666666675,123.2
2026-09-18 13:36:48,LUM-101,25.45,77.34,129.44,1.203,48.14,57.89,80.2,-0.0799999999999983,51.89,76.74766666666667,61.64233333333333,124.92
2026-09-18 13:36:58,LUM-101,25.29,77.62,141.41,1.47,48.2,70.88,98.0,0.28000000000000114,52.330000000000005,76.788,62.02066666666667,128.55
2026-09-18 13:37:08,LUM-101,25.47,77.73,136.24,1.355,47.98,65.01,90.3,0.10999999999999943,52.260000000000005,76.83,62.056000000000004,123.47
2026-09-18 13:37:18,LUM-101,25.42,77.56,128.95,1.192,47.89,57.09,79.5,-0.1700000000000017,52.14,76.87100000000001,62.062,123.77
2026-09-18 13:37:28,LUM-101,25.33,77.87,142.44,1.489,48.19,71.74,99.2,0.3100000000000023,52.540000000000006,76.92133333333332,62.36333333333334,140.05
2026-09-18 13:37:38,LUM-101,25.35,77.87,133.51,1.29,47.91,61.82,86.0,0.0,52.52,76.97233333333334,62.391333333333336,139.93
2026-09-18 13:37:48,LUM-101,25.42,77.73,130.37,1.22,47.94,58.49,81.3,-0.14000000000000057,52.31,77.02633333333333,62.65433333333333,133.84
2026-09-18 13:37:58,LUM-101,25.4,77.83,137.09,1.374,47.91,65.84,91.6,0.09999999999999432,52.43,77.07766666666666,62.62833333333334,135.01
2026-09-18 13:38:08,LUM-101,25.43,77.85,133.37,1.288,47.9,61.7,85.9,0.01999999999999602,52.419999999999995,77.117,62.278999999999996,124.08
2026-09-18 13:38:18,LUM-101,25.3,77.88,136.12,1.35,47.95,64.71,90.0,0.030000000000001137,52.58,77.15233333333335,62.20399999999999,125.04
2026-09-18 13:38:28,LUM-101,25.4,77.7,126.57,1.127,48.18,54.3,75.1,-0.1799999999999926,52.300000000000004,77.18966666666667,62.288333333333334,130.36
2026-09-18 13:38:38,LUM-101,25.36,77.74,133.32,1.288,47.94,61.75,85.9,0.03999999999999204,52.379999999999995,77.22066666666667,62.096999999999994,131.95
2026-09-18 13:38:48,LUM-101,25.44,78.0,140.32,1.445,47.92,69.24,96.3,0.2600000000000051,52.56,77.268,62.666000000000004,127.36
2026-09-18 13:38:58,LUM-101,25.36,78.2,140.96,1.456,47.88,69.74,97.1,0.20000000000000284,52.84,77.31366666666666,62.691,140.11
2026-09-18 13:39:08,LUM-101,25.47,78.16,131.59,1.238,47.94,59.36,82.6,-0.04000000000000625,52.69,77.35466666666666,62.51833333333333,141.8
2026-09-18 13:39:18,LUM-101,25.42,78.02,128.56,1.166,48.17,56.16,77.7,-0.14000000000000057,52.599999999999994,77.39533333333333,62.541333333333334,132.94
2026-09-18 13:39:28,LUM-101,25.44,77.97,131.57,1.24,48.02,59.56,82.7,-0.04999999999999716,52.53,77.43866666666666,62.620000000000005,141.16
2026-09-18 13:39:38,LUM-101,25.37,78.19,139.67,1.427,47.86,68.31,95.2,0.21999999999999886,52.81999999999999,77.48700000000001,62.76366666666667,141.21
2026-09-18 13:39:48,LUM-101,25.41,78.28,137.61,1.37,48.12,65.92,91.3,0.09000000000000341,52.870000000000005,77.54133333333333,63.04833333333333,138.87
2026-09-18 13:39:58,LUM-101,25.41,78.15,129.37,1.189,47.88,56.91,79.2,-0.12999999999999545,52.74000000000001,77.59833333333333,63.17633333333333,128.13
2026-09-18 13:40:08,LUM-101,25.42,77.93,127.38,1.144,48.04,54.94,76.2,-0.21999999999999886,52.510000000000005,77.65066666666667,63.13966666666667,123.88
2026-09-18 13:40:18,LUM-101,25.32,77.74,127.72,1.157,47.99,55.53,77.1,-0.19000000000001194,52.419999999999995,77.68833333333333,62.68866666666667,130.72
2026-09-18 13:40:28,LUM-101,25.4,77.65,131.46,1.249,47.88,59.79,83.2,-0.0899999999999892,52.25000000000001,77.71266666666666,62.28433333333333,134.06
2026-09-18 13:40:38,LUM-101,25.38,77.76,137.39,1.381,47.98,66.26,92.1,0.10999999999999943,52.38000000000001,77.732,62.120999999999995,135.23
2026-09-18 13:40:48,LUM-101,25.43,77.89,138.66,1.402,48.15,67.52,93.5,0.12999999999999545,52.46,77.75266666666668,62.28166666666666,133.19
2026-09-18 13:40:58,LUM-101,25.39,77.83,133.12,1.277,48.1,61.43,85.1,-0.060000000000002274,52.44,77.77266666666668,62.291666666666664,136.46
2026-09-18 13:41:08,LUM-101,25.49,77.64,128.61,1.184,47.83,56.63,78.9,-0.18999999999999773,52.150000000000006,77.79233333333333,62.346000000000004,141.33
